,Date,Open,High,Low,Close
963,2013-11-07,20896.13,21142.85,20797.06,20822.77
964,2013-11-08,20785.2,20821.01,20600.9,20666.15
965,2013-11-11,20596.4,20672.53,20453.15,20490.96
966,2013-11-12,20510.31,20584.22,20262.22,20281.91
967,2013-11-13,20248.52,20365.59,20161.64,20194.4
968,2013-11-14,20351.39,20568.99,20348.27,20399.42
969,2013-11-18,20570.59,20868.76,20570.59,20850.74
970,2013-11-19,20870.16,20934.4,20828.69,20890.82
971,2013-11-20,20857.01,20895.3,20579.94,20635.13
972,2013-11-21,20579.26,20579.26,20189.23,20229.05
973,2013-11-22,20316.58,20388.12,20137.67,20217.39
974,2013-11-25,20326.66,20626.15,20326.66,20605.08
975,2013-11-26,20604.27,20604.27,20390.62,20425.02
976,2013-11-27,20449.0,20482.67,20348.06,20420.26
977,2013-11-28,20522.36,20606.38,20461.51,20534.91
978,2013-11-29,20558.93,20819.77,20558.93,20791.93
979,2013-12-02,20771.27,20941.0,20770.51,20898.01
980,2013-12-03,20857.85,20927.05,20817.75,20854.92
981,2013-12-04,20839.45,20863.37,20673.62,20708.71
982,2013-12-05,20992.25,21165.6,20929.2,20957.81
983,2013-12-06,20955.74,21049.84,20922.45,20996.53
984,2013-12-09,21416.67,21483.74,21282.64,21326.42
985,2013-12-10,21293.58,21327.75,21175.08,21255.26
986,2013-12-11,21191.27,21215.94,21069.45,21171.41
987,2013-12-12,21101.05,21103.8,20901.47,20925.61
988,2013-12-13,20867.17,20867.17,20692.67,20715.58
989,2013-12-16,20714.26,20764.52,20637.77,20659.52
990,2013-12-17,20732.44,20784.03,20594.99,20612.14
991,2013-12-18,20568.7,20917.57,20568.7,20859.86
992,2013-12-19,20959.8,21017.45,20646.03,20708.62
993,2013-12-20,20792.37,21117.99,20745.94,21079.72
994,2013-12-23,21080.54,21207.89,21059.12,21101.03
995,2013-12-24,21127.66,21156.92,21010.65,21032.71
996,2013-12-26,21051.0,21135.85,21013.14,21074.59
997,2013-12-27,21114.49,21235.14,21113.25,21193.58
998,2013-12-30,21260.15,21304.7,21089.21,21143.01
999,2013-12-31,21177.77,21230.88,21122.68,21170.68
1000,2014-01-01,21222.19,21244.35,21133.82,21140.48
1001,2014-01-02,21179.91,21331.32,20846.67,20888.33
1002,2014-01-03,20819.58,20885.18,20731.33,20851.33
1003,2014-01-06,20913.79,20913.79,20721.98,20787.3
1004,2014-01-07,20845.77,20890.48,20637.18,20693.24
1005,2014-01-08,20767.42,20786.41,20688.18,20729.38
1006,2014-01-09,20755.73,20778.13,20652.69,20713.37
1007,2014-01-10,20760.72,20971.23,20625.17,20758.49
1008,2014-01-13,20850.54,21169.08,20850.54,21134.21
1009,2014-01-14,21115.0,21154.76,21009.05,21032.88
1010,2014-01-15,21091.46,21302.73,21091.46,21289.49
1011,2014-01-16,21366.91,21379.29,21199.65,21265.18
1012,2014-01-17,21236.65,21270.11,21015.61,21063.62
1013,2014-01-20,21083.53,21221.37,21001.13,21205.05
1014,2014-01-21,21237.96,21302.52,21189.2,21251.12
1015,2014-01-22,21251.65,21377.91,21168.43,21337.67
1016,2014-01-23,21319.69,21409.66,21264.71,21373.66
1017,2014-01-24,21289.15,21333.66,21123.99,21133.56
1018,2014-01-27,20899.03,20899.03,20688.03,20707.45
1019,2014-01-28,20721.17,20795.35,20554.28,20683.51
1020,2014-01-29,20784.04,20828.68,20613.62,20647.3
1021,2014-01-30,20491.74,20528.41,20343.78,20498.25
1022,2014-01-31,20544.64,20572.32,20448.43,20513.85
1023,2014-02-03,20479.03,20480.35,20182.2,20209.26
1024,2014-02-04,20050.99,20255.52,19963.12,20211.93
1025,2014-02-05,20241.12,20289.33,20076.1,20261.03
1026,2014-02-06,20286.09,20358.19,20079.82,20310.74
1027,2014-02-07,20441.04,20450.51,20282.3,20376.56
1028,2014-02-10,20429.16,20434.5,20312.21,20334.27
1029,2014-02-11,20400.94,20443.35,20349.51,20363.37
1030,2014-02-12,20449.83,20516.6,20427.23,20448.49
1031,2014-02-13,20478.67,20503.86,20164.67,20193.35
1032,2014-02-14,20265.13,20391.95,20149.01,20366.82
1033,2014-02-17,20438.87,20492.43,20338.95,20464.06
1034,2014-02-18,20457.56,20685.02,20436.48,20634.21
1035,2014-02-19,20643.85,20750.52,20629.56,20722.97
1036,2014-02-20,20661.07,20662.66,20522.04,20536.64
1037,2014-02-21,20600.58,20725.04,20599.91,20700.75
1038,2014-02-24,20695.48,20828.63,20637.3,20811.44
1039,2014-02-25,20877.72,20912.54,20777.73,20852.47
1040,2014-02-26,20869.61,21005.04,20860.02,20986.99
1041,2014-02-28,20995.39,21140.51,20989.66,21120.12
1042,2014-03-03,21079.27,21140.0,20920.98,20946.65
1043,2014-03-04,20947.0,21224.64,20940.39,21209.73
1044,2014-03-05,21280.36,21333.2,21176.16,21276.86
1045,2014-03-06,21336.32,21525.14,21329.88,21513.87
1046,2014-03-07,21539.44,21960.89,21539.44,21919.79
1047,2014-03-10,21819.19,22023.98,21805.22,21934.83
1048,2014-03-11,21918.83,22018.52,21772.11,21826.42
1049,2014-03-12,21793.32,21965.95,21768.14,21856.22
1050,2014-03-13,21736.61,21991.36,21720.13,21774.61
1051,2014-03-14,21648.05,21853.32,21573.48,21809.8
1052,2014-03-18,21849.65,22040.72,21785.38,21832.61
1053,2014-03-19,21872.68,21895.83,21782.01,21832.86
1054,2014-03-20,21797.61,21853.25,21704.66,21740.09
1055,2014-03-21,21823.52,21870.11,21729.9,21753.75
1056,2014-03-22,21752.44,21778.92,21725.52,21755.32
1057,2014-03-24,21827.5,22074.34,21827.5,22055.48
1058,2014-03-25,21948.31,22079.96,21916.87,22055.21
1059,2014-03-26,22134.71,22172.2,22020.58,22095.3
1060,2014-03-27,22116.23,22307.74,22094.29,22214.37
1061,2014-03-28,22273.44,22363.97,22185.11,22339.97
1062,2014-03-31,22423.14,22467.21,22253.78,22386.27
1063,2014-04-01,22455.23,22485.77,22295.65,22446.44
1064,2014-04-02,22550.58,22592.1,22473.46,22551.49
1065,2014-04-03,22598.19,22620.65,22369.28,22509.07
1066,2014-04-04,22522.46,22525.21,22339.4,22359.5
1067,2014-04-07,22355.56,22481.62,22197.51,22343.45
1068,2014-04-09,22389.21,22740.04,22379.95,22702.34
1069,2014-04-10,22729.46,22792.49,22644.43,22715.33
1070,2014-04-11,22642.05,22679.18,22526.89,22628.96
1071,2014-04-15,22698.09,22737.31,22416.24,22484.93
1072,2014-04-16,22486.73,22533.61,22247.39,22277.23
1073,2014-04-17,22327.76,22648.69,22312.19,22628.84
1074,2014-04-21,22644.75,22795.58,22636.75,22764.83
1075,2014-04-22,22771.24,22853.03,22727.63,22758.37
1076,2014-04-23,22783.65,22912.52,22780.13,22876.54
1077,2014-04-25,22892.5,22939.31,22656.64,22688.07
1078,2014-04-28,22717.59,22721.36,22597.19,22631.61
1079,2014-04-29,22654.28,22681.89,22443.56,22466.19
1080,2014-04-30,22517.63,22680.46,22284.96,22417.8
1081,2014-05-02,22493.59,22575.62,22386.95,22403.89
1082,2014-05-05,22412.8,22592.03,22354.45,22445.12
1083,2014-05-06,22512.23,22602.71,22475.65,22508.42
1084,2014-05-07,22488.96,22532.82,22286.26,22323.9
1085,2014-05-08,22382.14,22443.13,22277.04,22344.04
1086,2014-05-09,22374.98,23048.49,22317.18,22994.23
1087,2014-05-12,23031.11,23572.88,23008.65,23551.0
1088,2014-05-13,23729.78,24068.94,23729.25,23871.23
1089,2014-05-14,23897.88,23964.67,23753.36,23815.12
1090,2014-05-15,23809.42,23971.78,23742.75,23905.6
1091,2014-05-16,24271.54,25375.63,23873.16,24121.74
1092,2014-05-19,24340.32,24448.47,24107.99,24363.05
1093,2014-05-20,24555.31,24587.16,24299.53,24376.88
1094,2014-05-21,24404.48,24419.54,24156.47,24298.02
1095,2014-05-22,24415.42,24524.76,24326.48,24374.4
1096,2014-05-23,24535.14,24745.86,24470.78,24693.35
1097,2014-05-26,24913.89,25175.22,24433.9,24716.88
1098,2014-05-27,24748.1,24777.31,24422.33,24549.51
1099,2014-05-28,24591.61,24643.33,24488.81,24556.09
1100,2014-05-29,24523.13,24528.2,24206.5,24234.15
1101,2014-05-30,24300.99,24353.59,24163.62,24217.34
1102,2014-06-02,24368.96,24709.09,24270.2,24684.85
1103,2014-06-03,24729.22,24892.06,24626.97,24858.59
1104,2014-06-04,24909.03,24925.9,24773.93,24805.83
1105,2014-06-05,24828.38,25044.06,24644.88,25019.51
1106,2014-06-06,25204.95,25419.14,25129.76,25396.46
1107,2014-06-09,25543.6,25644.77,25496.84,25580.21
1108,2014-06-10,25706.35,25711.11,25347.33,25583.69
1109,2014-06-11,25650.62,25725.12,25400.15,25473.89
1110,2014-06-12,25597.21,25611.32,25409.69,25576.21
1111,2014-06-13,25677.05,25688.31,25171.61,25228.17
1112,2014-06-16,25239.5,25268.41,25063.93,25190.48
1113,2014-06-17,25189.46,25545.88,25104.5,25521.19
1114,2014-06-18,25565.19,25609.28,25114.3,25246.25
1115,2014-06-19,25327.09,25425.85,25069.66,25201.8
1116,2014-06-20,25237.54,25276.31,25056.18,25105.51
1117,2014-06-23,25108.09,25197.5,24878.66,25031.32
1118,2014-06-24,25115.83,25414.69,25115.83,25368.9
1119,2014-06-25,25421.49,25427.8,25274.39,25313.74
1120,2014-06-26,25217.69,25309.33,25021.23,25062.67
1121,2014-06-27,25132.08,25209.61,25032.94,25099.92
1122,2014-06-30,25179.55,25460.96,25179.55,25413.78
1123,2014-07-01,25469.94,25571.9,25466.77,25516.35
1124,2014-07-02,25660.57,25864.53,25660.16,25841.21
1125,2014-07-03,25875.75,25999.08,25793.7,25823.75
1126,2014-07-04,25844.8,25981.51,25659.33,25962.06
1127,2014-07-07,26039.67,26123.55,25992.73,26100.08
1128,2014-07-08,26166.92,26190.44,25495.04,25582.11
1129,2014-07-09,25615.28,25683.97,25364.77,25444.81
1130,2014-07-10,25513.74,25920.46,25117.0,25372.75
1131,2014-07-11,25488.86,25548.33,24978.33,25024.35
1132,2014-07-14,25093.16,25095.76,24892.0,25006.98
1133,2014-07-15,25100.9,25254.48,25020.32,25228.65
1134,2014-07-16,25322.17,25602.78,25246.75,25549.72
1135,2014-07-17,25540.92,25613.03,25494.46,25561.16
1136,2014-07-18,25558.48,25713.4,25441.24,25641.56
1137,2014-07-21,25776.54,25861.15,25677.71,25715.17
1138,2014-07-22,25784.48,26050.38,25780.39,26025.8
1139,2014-07-23,26130.26,26188.64,26000.4,26147.33
1140,2014-07-24,26188.5,26292.66,26077.7,26271.85
1141,2014-07-25,26257.14,26300.17,26007.31,26126.75
1142,2014-07-28,26173.47,26181.83,25900.25,25991.23
1143,2014-07-30,26005.14,26113.48,25850.04,26087.42
1144,2014-07-31,26105.89,26118.88,25853.69,25894.97
1145,2014-08-01,25753.92,25862.68,25459.13,25480.84
1146,2014-08-04,25631.68,25754.42,25531.38,25723.16
1147,2014-08-05,25817.84,25928.32,25562.36,25908.01
1148,2014-08-06,25892.55,25901.68,25621.85,25665.27
1149,2014-08-07,25668.71,25778.05,25526.05,25589.01
1150,2014-08-08,25406.87,25406.87,25232.82,25329.14
1151,2014-08-11,25476.87,25553.44,25437.05,25519.24
1152,2014-08-12,25703.78,25904.98,25645.79,25880.77
1153,2014-08-13,25861.47,25972.62,25791.79,25918.95
1154,2014-08-14,25948.3,26135.0,25945.35,26103.23
1155,2014-08-18,26123.69,26413.11,26075.28,26390.96
1156,2014-08-19,26482.56,26530.67,26387.84,26420.67
1157,2014-08-20,26496.29,26504.52,26277.61,26314.29
1158,2014-08-21,26322.66,26464.8,26262.52,26360.11
1159,2014-08-22,26419.53,26508.27,26383.16,26419.55
1160,2014-08-25,26490.31,26630.74,26401.64,26437.02
1161,2014-08-26,26349.87,26481.97,26314.89,26442.81
1162,2014-08-27,26553.24,26599.12,26492.5,26560.15
1163,2014-08-28,26620.18,26674.38,26573.69,26638.11
1164,2014-09-01,26733.18,26900.3,26732.39,26867.55
1165,2014-09-02,26888.21,27082.85,26886.22,27019.39
1166,2014-09-03,27128.06,27225.85,27067.02,27139.94
1167,2014-09-04,27164.95,27169.12,26972.39,27085.93
1168,2014-09-05,27127.26,27178.8,26920.56,27026.7
1169,2014-09-08,27145.12,27354.99,27144.56,27319.85
1170,2014-09-09,27316.43,27328.27,27177.09,27265.32
1171,2014-09-10,27230.94,27251.44,27018.11,27057.41
1172,2014-09-11,27143.22,27150.78,26904.5,26995.87
1173,2014-09-12,27048.15,27096.87,26965.91,27061.04
1174,2014-09-15,26998.07,26998.07,26790.91,26816.56
1175,2014-09-16,26854.9,26861.29,26464.03,26492.51
1176,2014-09-17,26627.21,26682.64,26511.71,26631.29
1177,2014-09-18,26573.89,27132.2,26503.08,27112.21
1178,2014-09-19,27139.39,27247.17,27047.68,27090.42
1179,2014-09-22,27008.12,27254.8,26918.93,27206.74
1180,2014-09-23,27244.98,27256.87,26744.07,26775.69
1181,2014-09-24,26817.94,26844.7,26560.0,26744.69
1182,2014-09-25,26808.66,26814.2,26349.55,26468.36
1183,2014-09-26,26429.3,26721.03,26220.49,26626.32
1184,2014-09-29,26694.41,26715.77,26518.01,26597.11
1185,2014-09-30,26610.71,26851.33,26481.31,26630.51
1186,2014-10-01,26681.47,26683.7,26548.22,26567.99
1187,2014-10-07,26487.51,26570.38,26250.24,26271.97
1188,2014-10-08,26229.67,26338.31,26150.09,26246.79
1189,2014-10-09,26394.37,26688.7,26394.21,26637.28
1190,2014-10-10,26551.74,26555.92,26261.61,26297.38
1191,2014-10-13,26275.07,26443.16,26092.69,26384.07
1192,2014-10-14,26537.42,26550.79,26212.01,26349.33
1193,2014-10-16,26260.35,26462.08,25933.98,25999.34
1194,2014-10-17,25950.0,26248.54,25910.77,26108.53
1195,2014-10-20,26434.16,26517.9,26368.94,26429.85
1196,2014-10-21,26552.45,26615.41,26407.0,26575.65
1197,2014-10-22,26782.57,26818.33,26712.21,26787.23
1198,2014-10-23,26889.51,26930.23,26827.68,26851.05
1199,2014-10-27,26959.57,26994.96,26726.84,26752.9
1200,2014-10-28,26788.73,26907.14,26764.15,26880.82
1201,2014-10-29,27017.44,27126.3,26971.16,27098.17
1202,2014-10-30,27098.94,27390.6,27088.65,27346.33
1203,2014-10-31,27439.06,27894.32,27438.28,27865.83
1204,2014-11-03,27943.04,27969.82,27785.4,27860.38
1205,2014-11-05,27907.19,28010.39,27857.65,27915.88
1206,2014-11-07,27902.71,27980.93,27739.56,27868.63
1207,2014-11-10,27919.45,28027.96,27764.75,27874.73
1208,2014-11-11,27911.25,27996.92,27790.4,27910.06
1209,2014-11-12,27958.64,28126.48,27958.64,28008.9
1210,2014-11-13,28048.56,28098.74,27822.7,27940.64
1211,2014-11-14,27949.54,28093.23,27912.9,28046.66
1212,2014-11-17,28018.68,28205.71,27921.34,28177.88
1213,2014-11-18,28209.03,28282.85,28119.95,28163.29
1214,2014-11-19,28193.9,28294.01,27963.51,28032.85
1215,2014-11-20,28100.84,28118.53,27915.23,28067.56
1216,2014-11-21,28100.1,28360.66,28038.4,28334.63
1217,2014-11-24,28413.01,28541.96,28394.48,28499.54
1218,2014-11-25,28520.76,28541.22,28217.5,28338.05
1219,2014-11-26,28321.58,28470.15,28261.31,28386.19
1220,2014-11-27,28397.8,28498.3,28307.58,28438.91
1221,2014-11-28,28490.71,28822.37,28483.99,28693.99
1222,2014-12-01,28748.22,28809.64,28538.44,28559.62
1223,2014-12-02,28522.46,28576.39,28386.46,28444.01
1224,2014-12-03,28472.32,28504.65,28370.73,28442.71
1225,2014-12-04,28616.93,28808.78,28448.95,28562.82
1226,2014-12-05,28604.5,28651.75,28409.05,28458.1
1227,2014-12-08,28433.0,28494.85,28097.12,28119.4
1228,2014-12-09,28134.22,28157.53,27763.82,27797.01
1229,2014-12-10,27711.96,27905.25,27710.03,27831.1
1230,2014-12-11,27796.34,27796.34,27539.47,27602.01
1231,2014-12-12,27598.96,27692.32,27320.05,27350.68
1232,2014-12-15,27136.28,27392.18,27105.04,27319.56
1233,2014-12-16,27181.18,27199.37,26736.23,26781.44
1234,2014-12-17,26724.01,26871.91,26469.42,26710.13
1235,2014-12-18,27053.86,27180.92,26900.57,27126.57
1236,2014-12-19,27292.55,27497.12,27292.14,27371.84
1237,2014-12-22,27479.87,27725.27,27382.32,27701.79
1238,2014-12-23,27733.12,27851.1,27475.13,27506.46
1239,2014-12-24,27530.26,27571.25,27146.52,27208.61
1240,2014-12-26,27215.19,27370.63,27091.38,27241.78
1241,2014-12-29,27266.49,27507.25,27266.49,27395.73
1242,2014-12-30,27478.3,27478.3,27312.29,27403.54
1243,2014-12-31,27358.3,27527.24,27346.0,27499.42
1244,2015-01-01,27485.77,27545.61,27395.34,27507.54
1245,2015-01-02,27521.28,27937.47,27519.26,27887.9
1246,2015-01-05,27978.43,28064.49,27786.85,27842.32
1247,2015-01-06,27694.23,27698.93,26937.06,26987.46
1248,2015-01-07,26983.43,27051.6,26776.12,26908.82
1249,2015-01-08,27178.77,27316.41,27101.94,27274.71
1250,2015-01-09,27404.19,27507.67,27119.63,27458.38
1251,2015-01-12,27523.86,27620.66,27323.74,27585.27
1252,2015-01-13,27611.56,27670.19,27324.58,27425.73
1253,2015-01-14,27432.14,27512.8,27203.25,27346.82
1254,2015-01-15,27831.16,28194.61,27703.7,28075.55
1255,2015-01-16,28056.61,28176.1,27945.31,28121.89
1256,2015-01-19,28249.84,28334.06,28197.36,28262.01
1257,2015-01-20,28324.85,28829.29,28324.85,28784.67
1258,2015-01-21,28843.09,28958.1,28792.57,28888.86
1259,2015-01-22,28957.79,29060.41,28892.23,29006.02
1260,2015-01-23,29189.45,29408.73,29165.56,29278.84
1261,2015-01-27,29451.65,29618.59,29286.09,29571.04
1262,2015-01-28,29565.72,29786.32,29417.67,29559.18
1263,2015-01-29,29516.49,29740.63,29378.3,29681.77
1264,2015-01-30,29801.6,29844.16,29070.48,29182.95
1265,2015-02-02,29143.63,29268.13,28958.52,29122.27
1266,2015-02-03,29217.4,29253.06,28900.41,29000.14
1267,2015-02-04,29129.85,29133.62,28824.68,28883.11
1268,2015-02-05,28912.38,29277.83,28753.29,28850.97
1269,2015-02-06,28892.21,28922.85,28647.14,28717.91
1270,2015-02-09,28566.5,28566.5,28183.32,28227.39
1271,2015-02-10,28122.48,28633.72,28044.49,28355.62
1272,2015-02-11,28450.26,28618.91,28424.39,28533.97
1273,2015-02-12,28650.25,28838.52,28406.25,28805.1
1274,2015-02-13,28888.99,29154.67,28835.7,29094.93
1275,2015-02-16,29170.77,29325.35,29083.4,29135.88
1276,2015-02-18,29136.07,29411.32,29126.91,29320.26
1277,2015-02-19,29434.91,29522.86,29108.15,29462.27
1278,2015-02-20,29446.21,29462.09,29178.26,29231.41
1279,2015-02-23,29316.58,29362.96,28913.16,28975.11
1280,2015-02-24,29016.55,29130.67,28875.94,29004.66
1281,2015-02-25,29115.32,29269.83,28967.61,29007.99
1282,2015-02-26,29051.9,29069.13,28693.82,28746.65
1283,2015-02-27,28865.12,29254.02,28837.06,29220.12
1284,2015-02-28,29411.33,29560.32,28882.02,29361.5
1285,2015-03-02,29533.42,29576.32,29259.77,29459.14
1286,2015-03-03,29500.19,29636.86,29364.87,29593.73
1287,2015-03-04,29937.27,30024.74,29289.05,29380.73
1288,2015-03-05,29436.77,29518.32,29162.47,29448.95
1289,2015-03-09,29316.54,29321.06,28799.76,28844.78
1290,2015-03-10,28924.06,28949.11,28584.49,28709.87
1291,2015-03-11,28725.75,28843.23,28608.18,28659.17
1292,2015-03-12,28798.61,28971.01,28772.71,28930.41
1293,2015-03-13,29134.93,29183.76,28448.48,28503.3
1294,2015-03-16,28546.31,28581.82,28384.09,28437.71
1295,2015-03-17,28595.0,28784.35,28435.45,28736.38
1296,2015-03-18,28766.87,28806.97,28546.76,28622.12
1297,2015-03-19,28805.22,28978.74,28411.7,28469.67
1298,2015-03-20,28465.44,28484.36,28209.66,28261.08
1299,2015-03-23,28317.29,28385.14,28163.9,28192.02
1300,2015-03-24,28209.33,28455.32,28130.09,28161.72
1301,2015-03-25,28216.09,28249.6,28031.42,28111.83
1302,2015-03-26,27937.62,27997.14,27384.87,27457.58
1303,2015-03-27,27649.78,27694.41,27248.45,27458.64
1304,2015-03-30,27655.79,28017.97,27624.76,27975.86
1305,2015-03-31,28069.85,28180.64,27868.21,27957.49
1306,2015-04-01,27954.86,28298.34,27889.02,28260.14
1307,2015-04-06,28351.94,28530.81,28221.99,28504.46
1308,2015-04-07,28582.33,28641.08,28274.36,28516.59
1309,2015-04-08,28601.49,28763.06,28566.61,28707.75
1310,2015-04-09,28858.42,28906.71,28622.44,28885.21
1311,2015-04-10,28889.27,28907.81,28756.75,28879.38
1312,2015-04-13,28955.13,29072.51,28843.94,29044.44
1313,2015-04-15,29087.25,29094.61,28721.63,28799.69
1314,2015-04-16,28876.23,28876.23,28497.7,28666.04
1315,2015-04-17,28682.97,28696.19,28403.76,28442.1
1316,2015-04-20,28525.65,28539.46,27802.37,27886.21
1317,2015-04-21,27860.51,27976.93,27598.21,27676.04
1318,2015-04-22,27756.68,27947.26,27385.48,27890.13
1319,2015-04-23,27977.27,28087.78,27621.18,27735.02
1320,2015-04-24,27804.58,27829.11,27344.7,27437.94
1321,2015-04-27,27565.49,27567.28,27141.55,27176.99
1322,2015-04-28,27215.61,27482.14,27073.25,27396.38
1323,2015-04-29,27395.71,27438.96,27176.54,27225.93
1324,2015-04-30,27242.05,27242.05,26897.54,27011.31
1325,2015-05-04,27204.63,27537.85,27159.45,27490.59
1326,2015-05-05,27561.32,27603.71,27338.23,27440.14
1327,2015-05-06,27473.36,27501.15,26677.64,26717.37
1328,2015-05-07,26721.34,26850.37,26423.99,26599.11
1329,2015-05-08,26814.38,27196.28,26814.38,27105.39
1330,2015-05-11,27249.42,27544.24,27231.28,27507.3
1331,2015-05-12,27502.91,27502.91,26837.39,26877.48
1332,2015-05-13,27023.71,27299.8,26750.01,27251.1
1333,2015-05-14,27290.17,27293.99,26948.62,27206.06
1334,2015-05-15,27233.9,27379.57,27159.76,27324.0
1335,2015-05-18,27416.97,27725.97,27370.28,27687.3
1336,2015-05-19,27663.08,27872.23,27574.07,27645.53
1337,2015-05-20,27749.3,27903.01,27743.99,27837.21
1338,2015-05-21,27885.36,27911.44,27712.73,27809.35
1339,2015-05-22,27849.54,28071.16,27828.61,27957.5
1340,2015-05-25,27893.25,27903.29,27614.32,27643.88
1341,2015-05-26,27633.66,27675.94,27473.54,27531.41
1342,2015-05-27,27447.4,27595.8,27363.72,27564.66
1343,2015-05-28,27619.31,27666.37,27354.35,27506.71
1344,2015-05-29,27553.03,27888.32,27467.23,27828.44
1345,2015-06-01,27770.79,27959.43,27737.58,27848.99
1346,2015-06-02,27890.73,27902.53,27146.68,27188.38
1347,2015-06-03,27230.68,27276.22,26698.26,26837.2
1348,2015-06-04,26940.64,26948.84,26551.97,26813.42
1349,2015-06-05,26819.82,27014.42,26718.44,26768.49
1350,2015-06-08,26814.31,26827.06,26472.87,26523.09
1351,2015-06-09,26510.29,26604.65,26438.32,26481.25
1352,2015-06-10,26517.32,26934.74,26493.29,26840.5
1353,2015-06-11,26959.98,27000.14,26348.93,26370.98
1354,2015-06-12,26340.32,26489.58,26307.07,26425.3
1355,2015-06-15,26498.67,26728.6,26307.84,26586.55
1356,2015-06-16,26586.86,26731.35,26379.93,26686.51
1357,2015-06-17,26815.41,26983.48,26728.89,26832.66
1358,2015-06-18,26916.99,27175.39,26910.26,27115.83
1359,2015-06-19,27207.76,27404.6,27202.38,27316.17
1360,2015-06-22,27427.19,27782.31,27417.03,27730.21
1361,2015-06-23,27760.11,27882.66,27666.59,27804.37
1362,2015-06-24,27852.32,27948.24,27647.29,27729.67
1363,2015-06-25,27660.22,27968.75,27635.76,27895.97
1364,2015-06-26,27880.72,27921.86,27675.16,27811.84
1365,2015-06-29,27451.07,27695.32,27209.19,27645.15
1366,2015-06-30,27627.39,27814.53,27570.95,27780.83
1367,2015-07-01,27823.65,28099.25,27799.91,28020.87
1368,2015-07-02,28100.38,28115.96,27906.35,27945.8
1369,2015-07-03,27973.12,28135.43,27897.45,28092.79
1370,2015-07-06,27857.2,28235.31,27774.8,28208.76
1371,2015-07-07,28220.11,28335.23,28084.36,28171.69
1372,2015-07-08,28031.45,28031.45,27635.72,27687.72
1373,2015-07-09,27681.49,27798.13,27540.6,27573.66
1374,2015-07-10,27705.36,27729.46,27530.9,27661.4
1375,2015-07-13,27739.32,28005.17,27635.06,27961.19
1376,2015-07-14,27986.92,28018.59,27853.96,27932.9
1377,2015-07-15,28022.14,28218.37,27986.48,28198.29
1378,2015-07-16,28259.7,28478.43,28245.81,28446.12
1379,2015-07-17,28480.92,28576.32,28417.46,28463.31
1380,2015-07-20,28544.28,28549.13,28319.83,28420.12
1381,2015-07-21,28381.82,28518.06,28138.3,28182.14
1382,2015-07-22,28159.42,28546.42,28070.91,28504.93
1383,2015-07-23,28540.97,28578.33,28315.37,28370.84
1384,2015-07-24,28390.5,28402.64,28083.76,28112.31
1385,2015-07-27,28117.65,28117.65,27529.57,27561.38
1386,2015-07-28,27630.21,27676.65,27416.39,27459.23
1387,2015-07-29,27540.46,27609.29,27470.09,27563.43
1388,2015-07-30,27685.82,27854.46,27649.97,27705.35
1389,2015-07-31,27814.51,28161.17,27814.51,28114.56
1390,2015-08-03,28089.09,28263.35,28071.37,28187.06
1391,2015-08-04,28225.04,28264.72,27866.12,28071.93
1392,2015-08-05,28138.04,28315.71,28135.68,28223.08
1393,2015-08-06,28291.88,28359.96,28163.69,28298.13
1394,2015-08-07,28327.11,28335.67,28193.93,28236.39
1395,2015-08-10,28250.78,28417.59,28017.85,28101.72
1396,2015-08-11,28193.26,28205.12,27825.83,27866.09
1397,2015-08-12,27880.76,27883.33,27479.43,27512.26
1398,2015-08-13,27635.25,27791.1,27496.29,27549.53
1399,2015-08-14,27668.06,28100.64,27643.2,28067.31
1400,2015-08-17,28093.54,28095.97,27739.13,27878.27
1401,2015-08-18,27949.13,28040.73,27747.4,27831.54
1402,2015-08-19,27851.81,28021.39,27721.25,27931.64
1403,2015-08-20,27959.19,27964.6,27564.16,27607.82
1404,2015-08-21,27440.1,27442.82,27131.44,27366.07
1405,2015-08-24,26730.4,26730.4,25624.72,25741.56
1406,2015-08-25,25916.26,26124.83,25298.42,26032.38
1407,2015-08-26,26063.27,26156.61,25657.56,25714.66
1408,2015-08-27,26137.03,26302.77,25943.75,26231.19
1409,2015-08-28,26542.84,26687.33,26270.17,26392.38
1410,2015-08-31,26469.42,26504.73,26215.16,26283.09
1411,2015-09-01,26127.04,26141.07,25579.88,25696.44
1412,2015-09-02,25891.95,25939.37,25395.09,25453.56
1413,2015-09-03,25614.69,25835.41,25555.77,25764.78
1414,2015-09-04,25772.58,25775.38,25119.06,25201.9
1415,2015-09-07,25302.98,25387.32,24851.77,24893.81
1416,2015-09-08,24972.01,25411.0,24833.54,25317.87
1417,2015-09-09,25682.87,25820.56,25553.61,25719.58
1418,2015-09-10,25522.96,25733.7,25287.5,25622.17
1419,2015-09-11,25793.77,25875.96,25530.41,25610.21
1420,2015-09-14,25706.87,25891.73,25531.07,25856.7
1421,2015-09-15,25908.34,25909.83,25649.37,25705.93
1422,2015-09-16,25884.05,26006.75,25816.5,25963.97
1423,2015-09-18,26130.36,26471.82,26130.36,26218.91
1424,2015-09-21,26107.98,26233.46,25972.54,26192.98
1425,2015-09-22,26274.37,26339.1,25571.34,25651.84
1426,2015-09-23,25526.53,25934.02,25386.48,25822.99
1427,2015-09-24,25798.05,25949.9,25670.96,25863.5
1428,2015-09-28,25922.71,25936.89,25593.56,25616.84
1429,2015-09-29,25496.38,26054.37,25287.33,25778.66
